"","Easting","Northing","PA","plot","subplot","top_sub","mid_sub","year","ARVI","EVI","NDLI","NDNI","NDVI","PRI","SAVI","NDII","NDWI","NMDI","MSI","WBI"
"395",450135.658127662,4434258.36456525,1,"NIWO_024","32.4.10","32","4","2019",0.380592953413725,0.303198972716928,0.0258065849775448,0.0987759795971215,0.518218822777271,-0.0782090378925204,0.303260285407305,-0.0222978201818478,-0.0919834566302598,0.425665769726038,0.968868426978588,0.972630385309458
"396",450115.658127662,4434258.36456525,0,"NIWO_024","40.1.10","40","1","2019",0.349603222683072,0.288474872708321,0.0236511721741408,0.0966158444061875,0.485847759991884,-0.0722958194091916,0.286280127242208,-0.0277707083405403,-0.0863819685764611,0.441273923963308,0.981747258454561,0.976107947528362
"397",450895.085493628,4433948.14420218,0,"NIWO_027","31.1.10","31","1","2019",0.161194383457769,0.19736442156136,0.0126258540112758,0.0681590551976115,0.320017943158746,-0.0893233432434499,0.196794789750129,-0.147367155645043,-0.123275458812714,0.515720380470157,1.28291583061218,0.956362027674913
"398",450915.085493628,4433948.14420218,0,"NIWO_027","32.2.10","32","2","2019",0.282659952528775,0.263461412861943,0.0203876632731408,0.0770970510784537,0.422001987695694,-0.0834157639183104,0.257858836092055,-0.111192229902372,-0.124144103378057,0.442957863211632,1.18470074981451,0.949913594871759
"399",450176.105399925,4433757.38132638,1,"NIWO_027","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"400",450895.085493628,4433968.14420218,0,"NIWO_027","40.3.10","40","3","2019",0.21001046244055,0.217739071696997,0.0174825377180241,0.0574801978655159,0.364928690716624,-0.0772340246476233,0.218112125061452,-0.187362507916987,-0.163791457656771,0.470311742275953,1.41298438608646,0.933891326189041
"401",450915.085493628,4433958.14420218,0,"NIWO_027","32.4.10","32","4","2019",0.323420329019427,0.291396418586373,0.0233851745724678,0.0808835197240114,0.455821869894862,-0.0787335895001888,0.282602316699922,-0.110117166768759,-0.129400546196848,0.412011776119471,1.17717460542917,0.947539340704679
"402",450895.085493628,4433958.14420218,0,"NIWO_027","40.1.10","40","1","2019",0.206073083914816,0.213678454980254,0.0153972615662497,0.0672098281793296,0.360277405008674,-0.086919043213129,0.213669952005148,-0.124204654945061,-0.119007080327719,0.497142480686307,1.22331968694925,0.959014300256968
"403",450264.305115579,4434518.99954778,0,"NIWO_013","31.1.10","31","1","2019",0.199042219668627,0.206271059811115,0.0134498466504738,0.0712911067530513,0.347403274849057,-0.0778239024803042,0.204662189818919,-0.164753416436724,-0.140434473287314,0.435126304626465,1.32426394149661,0.943646315485239
"404",450176.105399925,4433757.38132638,1,"NIWO_013","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"405",450264.305115579,4434538.99954778,1,"NIWO_013","40.3.10","40","3","2019",0.117730212397873,0.165744965430349,0.00997675630787853,0.0621326952241361,0.275473596528172,-0.0822990946471691,0.165194818750024,-0.173551067709923,-0.13530830712989,0.496768264099956,1.35232303291559,0.947150599211454
"406",450264.305115579,4434528.99954778,0,"NIWO_013","40.1.10","40","1","2019",0.174362174817361,0.196535808499902,0.0135242792894132,0.0706255927216262,0.325596702285111,-0.0790209579281509,0.194734183140099,-0.177126567810774,-0.146375261247158,0.443178029730916,1.35359603911638,0.941797021776438
"407",450284.305115579,4434528.99954778,0,"NIWO_013","32.4.10","32","4","2019",0.142867170274258,0.172823221422732,0.0101299900561571,0.0626359549351037,0.297321354970336,-0.0798155972734094,0.172767510637641,-0.148362142033875,-0.121350819710642,0.494167121127248,1.27889708429575,0.951572112739086
"408",450284.305115579,4434518.99954778,0,"NIWO_013","32.2.10","32","2","2019",0.266554013825953,0.237588476389647,0.0178041025646962,0.0809206888079643,0.412582302466035,-0.0809208992868662,0.237950561568141,-0.120158464298584,-0.125921380706131,0.409540671855211,1.19473764672875,0.953574676066637
"409",451224.245432318,4434068.00876806,0,"NIWO_025","31.1.10","31","1","2019",0.358498891815543,0.302586752921343,0.0277898374479264,0.0940631725825369,0.495291944593191,-0.0833294726908207,0.29920013807714,-0.0872528073377907,-0.121499980799854,0.375819176435471,1.11062499880791,0.958480387926102
"410",450176.105399925,4433757.38132638,0,"NIWO_025","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"411",451434.152470605,4434207.53913852,1,"NIWO_023","40.3.10","40","3","2019",0.344085190445185,0.312068773433566,0.0279641471570358,0.0918508977629244,0.477557057514787,-0.0799364363774657,0.302764205262065,-0.105769254965708,-0.12941311346367,0.370138615369797,1.16075076907873,0.949779659509659
"412",451434.152470605,4434187.53913852,0,"NIWO_023","31.1.10","31","1","2019",0.272109087556601,0.281768935732543,0.0244207357172854,0.0827556978911161,0.420652421191335,-0.0883894339203835,0.275664975866675,-0.112882430665195,-0.12520508421585,0.408649502322078,1.19073110073805,0.952926233410835
"413",451454.152470605,4434187.53913852,0,"NIWO_023","32.2.10","32","2","2019",0.251447175163776,0.264196267351508,0.0229278379702009,0.0809642598032951,0.400716431438923,-0.0851054112426937,0.258939133957028,-0.131028344854712,-0.134715357329696,0.400107864290476,1.23333715647459,0.946887448430061
"414",451434.152470605,4434197.53913852,1,"NIWO_023","40.1.10","40","1","2019",0.274917271919549,0.271754487417638,0.0234780302271247,0.0839678226038814,0.415013862773776,-0.0793257649056613,0.263572231866419,-0.128389377146959,-0.134329839143902,0.381684152409434,1.22128538787365,0.946763940155506
"415",450176.105399925,4433757.38132638,1,"NIWO_023","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"416",451454.152470605,4434197.53913852,1,"NIWO_023","32.4.10","32","4","2019",0.23210054053925,0.253119179047644,0.0213769807596691,0.0796354883350432,0.379494305700064,-0.0804980820976198,0.246151189319789,-0.143050901358947,-0.138588453177363,0.402287140488625,1.26582061499357,0.945400573313236
"417",452094.47279089,4434008.52563392,1,"NIWO_006","31.1.10","31","1","2019",0.153976306319237,0.158601680770516,0.00954007721156813,0.0650043112691492,0.293090433813632,-0.0678798991721123,0.157166161574423,-0.215941736591049,-0.164768157061189,0.392840921878815,1.48684791103005,0.945170715451241
"418",451244.245432318,4434068.00876806,1,"NIWO_025","32.2.10","32","2","2019",0.327118356712162,0.285170741379261,0.0246109256986529,0.0861613536253572,0.464173704385757,-0.0793418339453638,0.280618160031736,-0.0983304770197719,-0.127958105411381,0.38660048134625,1.14527055621147,0.952500607818365
"419",452094.47279089,4434028.52563392,0,"NIWO_006","40.3.10","40","3","2019",0.394813402555883,0.317519703879952,0.0226256225141697,0.0931484382599592,0.502318060025573,-0.064693306805566,0.30210554972291,-0.0469232331670355,-0.105165736720664,0.422170359641314,1.06844069436193,0.966867074370384
"420",451224.245432318,4434088.00876806,0,"NIWO_025","40.3.10","40","3","2019",0.671103529632092,0.494886074215174,0.0364027025643736,0.0990213630720973,0.740850958973169,-0.0660777660086751,0.46687239408493,0.32344474340789,0.0623948047868907,0.594696592539549,0.508204126730561,1.0777856297791
"421",452114.47279089,4434008.52563392,1,"NIWO_006","32.2.10","32","2","2019",0.300999698229134,0.260712465271354,0.0203623353736475,0.0923319510184228,0.436165656894445,-0.0748635707423091,0.256244078278542,-0.119456653017551,-0.12684338260442,0.374661715701222,1.18157804012299,0.956639498472214
"422",452114.47279089,4434018.52563392,1,"NIWO_006","32.4.10","32","4","2019",0.343115760013461,0.293124810792506,0.0224091041600332,0.0989188486710191,0.473660547286272,-0.0732739013619721,0.286486762575805,-0.07828237360809,-0.108270979020745,0.393348924815655,1.08549964055419,0.963813237845898
"423",450176.105399925,4433757.38132638,0,"NIWO_006","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"424",452094.47279089,4434018.52563392,0,"NIWO_006","40.1.10","40","1","2019",0.257671750150621,0.228929370641708,0.0157924086088315,0.0802234457805753,0.390554536134005,-0.0675849055405706,0.224216125905514,-0.138469330267981,-0.1330581093207,0.403376005589962,1.25720126926899,0.954981502145529
"425",451244.245432318,4434078.00876806,0,"NIWO_025","32.4.10","32","4","2019",0.206126899924129,0.220298398286104,0.0195574587560259,0.0706509652081877,0.363574177026749,-0.0894730519503355,0.220749869942665,-0.109864017111249,-0.119753839913756,0.438307989388704,1.1881294362247,0.957841627299786
"426",451224.245432318,4434078.00876806,1,"NIWO_025","40.1.10","40","1","2019",0.361473841592669,0.307485399767756,0.0287812368478626,0.0953949387185276,0.498785864561796,-0.0826765694655478,0.303855558857322,-0.0862955274060369,-0.120219148695469,0.374066639691591,1.10812792181969,0.959263239055872
"427",451554.764055898,4433947.90382035,0,"NIWO_008","31.1.10","31","1","2019",0.486897526308894,0.351706854999065,0.028880903031677,0.110463242046535,0.608255501836538,-0.0773553047329187,0.350832339376211,0.000837080646306276,-0.0839340502861887,0.406065506860614,0.918877389281988,0.981277462095022
"428",451672.578128108,4433756.59257218,0,"NIWO_029","40.3.10","40","3","2019",0.537094762548804,0.47541905194521,0.0378886364633217,0.140581778250635,0.649231228977442,-0.0776284364983439,0.451770478859544,0.120838854694739,-0.0315113772267068,0.460131222382188,0.719192445278168,1.00577889382839
"429",451672.578128108,4433746.59257218,0,"NIWO_029","40.1.10","40","1","2019",0.434354307129979,0.3781204726547,0.0302202767925337,0.116535766981542,0.559768937528133,-0.0771062965504825,0.365517733618617,0.04866983438842,-0.0557261181165813,0.444280460476875,0.844399634748697,0.994418658316135
"430",450176.105399925,4433757.38132638,0,"NIWO_029","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"431",451692.578128108,4433736.59257218,1,"NIWO_029","32.2.10","32","2","2019",0.526210526004434,0.431501928716898,0.0348079751129262,0.127519113942981,0.636335607618093,-0.0728249722160399,0.415716761723161,0.0932639997918159,-0.0485321791929891,0.450161432847381,0.776306983083487,0.997272398322821
"432",451814.209412111,4433598.08317759,1,"NIWO_003","32.4.10","32","4","2019",0.223531510215253,0.189947536215186,0.0136117035290226,0.0689442786388099,0.357650690712035,-0.0686715182382613,0.189183510374278,-0.118282345123589,-0.115227363537997,0.445418441668153,1.20197626575828,0.965562660247087
"433",451692.578128108,4433746.59257218,1,"NIWO_029","32.4.10","32","4","2019",0.259183910675347,0.251362968236208,0.0194462418439798,0.0843049776740372,0.400642590597272,-0.0779244219884276,0.245818302035332,-0.0716458347160369,-0.0957337510772049,0.443778121843934,1.08507351949811,0.974389635026455
"434",451794.209412111,4433588.08317759,1,"NIWO_003","31.1.10","31","1","2019",0.231133487075567,0.205466808751225,0.0155635150731541,0.0773368161171675,0.372248187661171,-0.0741461436264217,0.20483873039484,-0.124676709994674,-0.119206523988396,0.416491704061627,1.20117589086294,0.958005782216787
"435",451672.578128108,4433736.59257218,1,"NIWO_029","31.1.10","31","1","2019",0.361659929156303,0.316259004175663,0.0260312332538888,0.102816042024642,0.499707138165832,-0.0822286382317543,0.311608597636223,-0.0178151491491008,-0.0820477353408933,0.429823597893119,0.967494916170835,0.980232197791338
"436",450176.105399925,4433757.38132638,0,"NIWO_003","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"437",451794.209412111,4433608.08317759,0,"NIWO_003","40.3.10","40","3","2019",0.243940270505846,0.213355605490506,0.0154172933544032,0.0759825599379838,0.378737671300769,-0.0722448113374412,0.210379322059453,-0.106818616157398,-0.109949942678213,0.433216908946633,1.16055578738451,0.964906051754951
"438",451794.209412111,4433598.08317759,1,"NIWO_003","40.1.10","40","1","2019",0.245581654831767,0.212226307019591,0.0156845376477577,0.0759876314550638,0.383361052721739,-0.0735093173570931,0.210809905081987,-0.109101979527622,-0.109355307649821,0.437712395563722,1.16748955845833,0.965413987636566
"439",451814.209412111,4433588.08317759,0,"NIWO_003","32.2.10","32","2","2019",0.235672648530453,0.203062049113214,0.0150535969005432,0.0762179589364678,0.370088295079768,-0.0702701047994196,0.201258976943791,-0.121317684883252,-0.119242097716779,0.422939190641046,1.19826988875866,0.962020479142666
"440",450176.105399925,4433757.38132638,0,"NIWO_026","41.4.10","41","4","2019",0.52880160138011,0.351166246458888,0.026595946517773,0.104462481103837,0.644705511629581,-0.0745500847697258,0.353871311992407,-0.000344878630130552,-0.0898330644704401,0.441252861171961,0.927906848490238,0.982954017817974
"441",451195.76974772,4433416.2069345,1,"NIWO_026","40.1.10","40","1","2019",0.368647729977965,0.271973025985062,0.0190645013353787,0.0811440981924534,0.506329877302051,-0.0736507056280971,0.275415897369385,-0.0752823282964528,-0.116300004068762,0.447792330756783,1.09611993283033,0.958433102816343
"442",451215.76974772,4433406.2069345,0,"NIWO_026","32.2.10","32","2","2019",0.573214879259467,0.443742146715522,0.0349028516793624,0.123628206551075,0.692944638431072,-0.0903653213754296,0.440946100279689,0.0698475263779983,-0.0776747700292617,0.4346017036587,0.801223415881395,0.975683849304914
"443",451195.76974772,4433406.2069345,1,"NIWO_026","31.1.10","31","1","2019",0.373082350939512,0.277240006253123,0.0198033783817664,0.0785648105666041,0.509958444163203,-0.0728195453993976,0.280071375891566,-0.0899039434443694,-0.12271022470668,0.437949027866125,1.13565297052264,0.957187496125698
"444",451195.76974772,4433426.2069345,0,"NIWO_026","40.3.10","40","3","2019",0.368558553978801,0.26662281062454,0.0203420206089504,0.081812437158078,0.501384511590004,-0.069888461381197,0.268787542358041,-0.0985519910464063,-0.13022501533851,0.413447748869658,1.14211975038052,0.952237129211426
"445",451215.76974772,4433416.2069345,0,"NIWO_026","32.4.10","32","4","2019",0.235510071739554,0.23219090141356,0.0151896121096797,0.073714155703783,0.397851057350636,-0.0844655921682715,0.236342429183424,-0.112482980825007,-0.11699475068599,0.504357673227787,1.18999177962542,0.954994566738605
"446",451574.764055898,4433957.90382035,1,"NIWO_008","32.4.10","32","4","2019",0.423794394358993,0.294491706416011,0.0267717825481668,0.107282426208258,0.557779803872108,-0.0832939329557121,0.299773573875427,-0.0834903696086258,-0.119831236544997,0.343077579513192,1.08365366235375,0.961487349122763
"447",451554.764055898,4433967.90382035,0,"NIWO_008","40.3.10","40","3","2019",0.455015214160085,0.3318663649261,0.0264906528173015,0.108248581644148,0.582374151796103,-0.0735255903564394,0.332635873928666,-0.00815105017682072,-0.0769417691044509,0.438411928713322,0.933074619621038,0.987708058208227
"448",451554.764055898,4433957.90382035,0,"NIWO_008","40.1.10","40","1","2019",0.482880519703031,0.356511687859893,0.027700663311407,0.109869461972266,0.604614935815334,-0.0744326659478247,0.354311974719167,0.0224482350167818,-0.0655774471815675,0.447270439937711,0.878938283771276,0.992849353700876
