"","Easting","Northing","PA","plot","top_sub","mid_sub","middle","year","ARVI","EVI","NDLI","NDNI","NDVI","PRI","SAVI","NDII","NDWI","NMDI","MSI","WBI","slope","aspect"
"1",450176.105399925,4433737.38132638,1,"NIWO_018","31","31.1","1","2017",0.165908737108111,0.202661269344389,0.0156896002590656,0.0538271286059171,0.337409615516663,-0.0830414975062013,0.207177212461829,-0.15039027063176,-0.142921351827681,0.531783768907189,1.29523534327745,0.957951098680496,9.62474995851517,128.128937244415
"2",450186.105399925,4433747.38132638,1,"NIWO_018","31","31.4","4","2017",0.274455756880343,0.271039677783847,0.0266152757685632,0.081324091879651,0.4551906529814,-0.0902066673152149,0.283784573897719,-0.105705398134887,-0.142632836010307,0.409852501004934,1.16884315758944,0.957465745508671,6.39631251990795,161.177375793457
"3",450196.105399925,4433737.38132638,1,"NIWO_018","32","32.2","2","2017",0.158500434365124,0.211098951287568,0.0174025609740056,0.0621529030613601,0.335230585187674,-0.0865430478006601,0.216056864708662,-0.113072522450238,-0.126793075818568,0.535995982587337,1.19932954013348,0.962172910571098,12.0753749608994,158.053998947144
"4",450196.105399925,4433747.38132638,1,"NIWO_018","32","32.4","4","2017",0.166630321182311,0.209416935220361,0.0172973311855458,0.0631927454378456,0.340107209980488,-0.0907991924323142,0.214033579453826,-0.119521218817681,-0.127976855263114,0.521450147032738,1.20987991243601,0.963808320462704,9.37899988889694,158.533437728882
"5",450176.105399925,4433747.38132638,1,"NIWO_018","40","40.1","1","2017",0.279558412730694,0.287339966744184,0.0295944024110213,0.0928472452796996,0.47169635258615,-0.0987911494448781,0.305120568722486,-0.0765612827381119,-0.141913724597543,0.392773160710931,1.0892561301589,0.952737864106894,9.09874999523163,131.164625167847
"6",450186.105399925,4433747.38132638,1,"NIWO_018","41","41.1","1","2017",0.206419900991023,0.24255155492574,0.0203901677741669,0.0683990081306547,0.393289079889655,-0.095389838796109,0.25376739539206,-0.11566794058308,-0.137080639135092,0.497561678290367,1.20185013860464,0.957094881683588,6.76362493634224,157.710502624512
"7",450196.105399925,4433757.38132638,1,"NIWO_018","41","41.4","4","2017",0.215505236992612,0.225700211711228,0.016452645213576,0.061423082370311,0.372541951946914,-0.0969302030280232,0.226572106592357,-0.104867141461,-0.127581303473562,0.553668975830078,1.2019999474287,0.96713537722826,5.37162508070469,172.225811004639
"8",450176.105399925,4433757.38132638,1,"NIWO_018","40","40.3","3","2017",0.263397101312876,0.267076921649277,0.0238101067952812,0.0748358257114887,0.440376592800021,-0.0887192175723612,0.276942045427859,-0.115863649640232,-0.1447663763538,0.432000122964382,1.19642251729965,0.953366249799728,8.68975001573563,141.701748847961
"9",451574.764055898,4433957.90382035,1,"NIWO_008","32","32.4","4","2017",0.243907297030091,0.239017922431231,0.0241468005115166,0.0930144777521491,0.414773467928171,-0.0815576114691794,0.246949828229845,-0.157073685899377,-0.145771330222487,0.355866767466068,1.27216840535402,0.957676522433758,2.78312499821186,57.2167499065399
"10",451554.764055898,4433967.90382035,1,"NIWO_008","40","40.3","3","2017",0.274534178897738,0.267181508243084,0.0252348389476538,0.0911752027459443,0.437718130648136,-0.0782398395240307,0.271401824429631,-0.0918835538905114,-0.114824431948364,0.416810499504209,1.11624629795551,0.975207049399614,4.61306254565716,40.8063751459122
"11",451554.764055898,4433957.90382035,1,"NIWO_008","40","40.1","1","2017",0.315029691904783,0.294249514117837,0.0267640799283981,0.0986576406285167,0.468421587720513,-0.0769936610013247,0.294587552547455,-0.0617171592602972,-0.104026790242642,0.433410163968801,1.05026823654771,0.983094546943903,1.59956249222159,76.5804997682571
"12",451564.764055898,4433957.90382035,1,"NIWO_008","41","41.1","1","2017",0.265627873130143,0.247884673066437,0.023324474459514,0.0946029778569937,0.43335766158998,-0.083938981872052,0.255645577795804,-0.136459753848612,-0.13634307263419,0.373233964666724,1.21808838099241,0.963339675217867,3.27674999833107,48.3173117637634
"13",451574.764055898,4433947.90382035,1,"NIWO_008","32","32.2","2","2017",0.321605606935918,0.311137119308114,0.0286495957989246,0.0992218339815736,0.477309437468648,-0.0815869253128767,0.311026614159346,-0.0451204670753214,-0.098474201746285,0.436694491654634,1.01689404249191,0.979972824454308,1.77287498116493,67.6141874790192
"14",451564.764055898,4433957.90382035,1,"NIWO_008","31","31.4","4","2017",0.3260697722435,0.297912806272507,0.0273252160986885,0.0995898200199008,0.481188666075468,-0.0767391873523593,0.300109904259443,-0.0640221192734316,-0.105744735803455,0.415590843185782,1.0522198677063,0.977447517216206,1.78399998694658,75.7791876792908
"15",451554.764055898,4433947.90382035,1,"NIWO_008","31","31.1","1","2017",0.309593365527689,0.282588738948107,0.0259985013399273,0.0934010217897594,0.465912573039532,-0.0793292638845742,0.285610287450254,-0.101825061574345,-0.123346741776913,0.391747945919633,1.14834575355053,0.967531930655241,2.21925003826618,41.7639375925064
"16",451574.764055898,4433967.90382035,1,"NIWO_008","41","41.4","4","2017",0.218918671831489,0.22135607060045,0.0222675115801394,0.0864997366443276,0.373354014009237,-0.0730669787153602,0.221862563863397,-0.172016893513501,-0.148558233864605,0.363147713243961,1.31110418587923,0.958770789206028,3.64143750071526,41.5416243076324
"17",450895.085493628,4433958.14420218,1,"NIWO_027","40","40.1","1","2017",0.161874449346215,0.198766462504864,0.0158289918908849,0.060145158553496,0.304789460264146,-0.0745469089597464,0.19129189196974,-0.156387877184898,-0.134826919063926,0.533385826274753,1.30836794525385,0.960082143545151,19.9188749790192,344.63125038147
"18",450915.085493628,4433948.14420218,0,"NIWO_027","32","32.2","2","2017",0.238348015584052,0.252284371294081,0.0221614883630536,0.0736667807213962,0.372619848698378,-0.0723959379829466,0.239904795773327,-0.152456769254059,-0.146166651509702,0.438190545886755,1.28694877773523,0.956151820719242,17.5976874828339,262.518876306713
"19",450915.085493628,4433958.14420218,1,"NIWO_027","32","32.4","4","2017",0.291531188413501,0.281677644699812,0.0263172747800127,0.0795614868402481,0.415585916489363,-0.0644744588062167,0.265475916676223,-0.133763155899942,-0.143613804131746,0.408847045153379,1.23172999918461,0.95845889300108,17.4466875195503,138.49293464981
"20",450895.085493628,4433968.14420218,1,"NIWO_027","40","40.3","3","2017",0.235651336610317,0.247682457789779,0.0187300498364493,0.0569656013976783,0.368424061685801,-0.0684763262979686,0.235540833324194,-0.140124593046494,-0.145461913431063,0.511243375018239,1.30698317848146,0.958250779658556,13.2231251001358,136.003685744945
"21",450905.085493628,4433958.14420218,1,"NIWO_027","31","31.4","4","2017",0.209522364661098,0.226555742323399,0.0193924957420677,0.0695384338032454,0.345968903973699,-0.0723113687708974,0.216754004359245,-0.164040533825755,-0.146789439022541,0.470424799248576,1.31688589602709,0.951344169676304,17.2469999790192,335.141623385251
"22",450895.085493628,4433948.14420218,1,"NIWO_027","31","31.1","1","2017",0.131300681590801,0.179924771655351,0.0123969856758777,0.060400755610317,0.274699712172151,-0.0778121436014771,0.172707467805594,-0.171987077221274,-0.135714292526245,0.56250680796802,1.34735046327114,0.962857585400343,15.4535626769066,352.49712562561
"23",450915.085493628,4433968.14420218,1,"NIWO_027","41","41.4","4","2017",0.288462319411337,0.294769205152988,0.0299234496196732,0.0864155818708241,0.416199689731002,-0.0665342370048165,0.276581560261548,-0.137056594248861,-0.145035361871123,0.395713185891509,1.23980796337128,0.954805064946413,12.648374915123,326.227313801646
"24",450905.085493628,4433958.14420218,1,"NIWO_027","41","41.1","1","2017",0.226469031535089,0.236356225796044,0.0214530101511627,0.0709204729646444,0.361954433843493,-0.0731267533265054,0.226446401327848,-0.143065872136503,-0.136373749468476,0.463730651885271,1.25705494731665,0.959222100675106,19.054250061512,355.153936386108
"25",451234.245432318,4434078.00876806,1,"NIWO_025","31","31.4","4","2017",0.318838225677609,0.311995780095458,0.0346595874289051,0.095716770272702,0.460665844380856,-0.0772366728633642,0.303182094357908,-0.079829633643385,-0.127925627864897,0.380980467423797,1.09881019964814,0.965502128005028,18.9815000295639,336.811689376831
"26",451224.245432318,4434088.00876806,1,"NIWO_025","40","40.3","3","2017",0.534522803500295,0.433033237233758,0.03438279859256,0.0889883833006024,0.622677650302649,-0.0621321515645832,0.403306292369962,0.233706229017116,0.0126714599900879,0.560147289186716,0.634395943954587,1.05654649809003,19.6839996576309,348.96925163269
"27",451244.245432318,4434068.00876806,1,"NIWO_025","32","32.2","2","2017",0.259463953785598,0.271771303378046,0.0276986625976861,0.0847341469489038,0.393899459391832,-0.0686669198330492,0.258098813705146,-0.14578909566626,-0.149693660438061,0.390542015433311,1.26003129780293,0.954780980944633,14.7065001130104,320.677436828613
"28",451234.245432318,4434078.00876806,1,"NIWO_025","41","41.1","1","2017",0.349042495712638,0.321935532614589,0.0348328870022669,0.0942616015672684,0.480650747194886,-0.0707372645847499,0.310189981013536,-0.0947280004620552,-0.133843124378473,0.367790786549449,1.12584245204926,0.961245093494654,18.617062330246,341.403751373291
"29",451244.245432318,4434078.00876806,1,"NIWO_025","32","32.4","4","2017",0.157854564662557,0.201953111682087,0.0203583196853288,0.064105122582987,0.304200297221541,-0.0759114136453718,0.194690376520157,-0.150271753780544,-0.138109492138028,0.446098839864135,1.28501357883215,0.958936903625727,19.0817496776581,335.184627532959
"30",451244.245432318,4434088.00876806,1,"NIWO_025","41","41.4","4","2017",0.204297647811472,0.238255213946104,0.023697299300693,0.0659075200092047,0.342242350801826,-0.0709806315135211,0.225410562008619,-0.147590797860175,-0.143558822572231,0.441772615537047,1.28238738328218,0.95401506870985,17.7034375071526,323.488059997559
"31",451224.245432318,4434078.00876806,1,"NIWO_025","40","40.1","1","2017",0.284643738530576,0.289276912808418,0.0313231040490791,0.0921349781565368,0.423010651022196,-0.0691589531488717,0.277773690409958,-0.131893052719533,-0.144439515657723,0.370207875967026,1.21900250762701,0.956004984676838,15.4778126478195,336.528440475464
"32",451224.245432318,4434068.00876806,1,"NIWO_025","31","31.1","1","2017",0.263003622181714,0.272899953648448,0.0285137091996148,0.0879836920648813,0.403932420536876,-0.0685103207360953,0.262987743131816,-0.130490268114954,-0.139489975292236,0.382928051054478,1.21622593700886,0.962193209677935,15.7992499470711,335.806373596191
"33",450125.658127662,4434258.36456525,1,"NIWO_024","31","31.4","4","2017",0.150556974578649,0.19779890216887,0.0216853246674873,0.068231493467465,0.318979033268988,-0.0738418321125209,0.200439901091158,-0.161412981338799,-0.156941822730005,0.389889996498823,1.30740150809288,0.950805567204952,9.93606245517731,52.3811872005463
"34",450135.658127662,4434248.36456525,1,"NIWO_024","32","32.2","2","2017",0.161622244515456,0.199234819039702,0.0210022062528878,0.0650549784768373,0.326988930813968,-0.0780485824216157,0.202575934585184,-0.187248462811112,-0.176724945195019,0.383931670337915,1.3890343606472,0.940805871039629,12.1756250858307,74.1454372406006
"35",450125.658127662,4434258.36456525,1,"NIWO_024","41","41.1","1","2017",0.153318176046014,0.195171504281461,0.0221960737835616,0.0666169442702085,0.323837868869305,-0.0771434656344354,0.199176494963467,-0.158391762059182,-0.153506671544164,0.396438382565975,1.29721353203058,0.950817417353392,10.6012501120567,50.9487497806549
"36",450115.658127662,4434258.36456525,1,"NIWO_024","40","40.1","1","2017",0.134136823471636,0.186418347992003,0.0210227418574505,0.0684683045838028,0.303299599327147,-0.076745979487896,0.189424305222929,-0.160125141497701,-0.147706956602633,0.401935998350382,1.30426397174597,0.957122933119535,8.6814376115799,44.9277505874634
"37",450135.658127662,4434258.36456525,1,"NIWO_024","32","32.4","4","2017",0.17069498077035,0.204751836135983,0.0228727207286283,0.0673367064446211,0.343634404242039,-0.0802101667504758,0.210171838290989,-0.159082720987499,-0.155199846252799,0.383631840348244,1.29814345389605,0.949502598494291,10.8601874709129,55.2868750095367
"38",450115.658127662,4434268.36456525,1,"NIWO_024","40","40.3","3","2017",0.148161332588643,0.1984085701406,0.0215048937825486,0.0719362511299551,0.321528609842062,-0.0787983853369951,0.202498766593635,-0.118937609251589,-0.122825352940708,0.430532347410917,1.18848343938589,0.966353584080935,11.0508124828339,36.5819376707077
"39",450135.658127662,4434268.36456525,1,"NIWO_024","41","41.4","4","2017",0.167092867195606,0.206449501216412,0.0235603618202731,0.0703873452730477,0.349737489596009,-0.0818062061443925,0.215316959656775,-0.144032560288906,-0.144113929010928,0.400006389245391,1.25939640402794,0.956329438835382,8.19468751549721,60.3111252784729
"40",450115.658127662,4434248.36456525,1,"NIWO_024","31","31.1","1","2017",0.0971862004662398,0.159610231406987,0.0158191808295669,0.0613191889133304,0.251759551465511,-0.0754825244657695,0.158282669261098,-0.197586874011904,-0.162970071658492,0.447226947173476,1.41976840049028,0.950027629733086,11.2356249094009,42.7189998626709
"41",451454.152470605,4434197.53913852,1,"NIWO_023","32","32.4","4","2017",0.17688258504495,0.225097416900098,0.0202372457133606,0.0692043516319245,0.313993512652814,-0.0713920015841722,0.210805222392082,-0.171101880259812,-0.15111440885812,0.434944488108158,1.33789476752281,0.95302153006196,14.0907500386238,321.567686080933
"42",451444.152470605,4434197.53913852,1,"NIWO_023","31","31.4","4","2017",0.254788813181221,0.282755151391029,0.0284903119318187,0.0903656911104918,0.397299224510789,-0.0689369298052043,0.270150763913989,-0.145879648625851,-0.149397226050496,0.382667623460293,1.25929277390242,0.954841710627079,11.2553749084473,318.315498352051
"43",451454.152470605,4434187.53913852,1,"NIWO_023","32","32.2","2","2017",0.175836915615946,0.22790708579123,0.0239948109374382,0.0710549962241203,0.318965595215559,-0.0717186750844121,0.215760828927159,-0.161665003281087,-0.147966474294662,0.428802449256182,1.31437779217958,0.955997750163078,16.9878123402596,326.815000534058
"44",451434.152470605,4434187.53913852,0,"NIWO_023","31","31.1","1","2017",0.212844226509333,0.241051991470158,0.0236215511686169,0.0708064488135278,0.354659697040915,-0.0759483184665442,0.231112866662443,-0.146927049849182,-0.147462159395218,0.429239455610514,1.27670969069004,0.956060376018286,18.3091875314713,341.131938934326
"45",451434.152470605,4434207.53913852,1,"NIWO_023","40","40.3","3","2017",0.289274157956243,0.295394565910101,0.0317860535578802,0.0897559025324881,0.422510512173176,-0.0710193009581417,0.28051785286516,-0.127000732347369,-0.14366099704057,0.378328397870064,1.21004673093557,0.957622583955526,16.3918125033379,326.207689285278
"46",451454.152470605,4434207.53913852,1,"NIWO_023","41","41.4","4","2017",0.210035204421729,0.232719484716654,0.0225112533080392,0.071860599797219,0.343492956832051,-0.0710044126026332,0.220352101139724,-0.155857918784022,-0.149588083848357,0.415961142629385,1.29443275928497,0.954663228243589,19.2701873779297,330.669687271118
"47",451434.152470605,4434197.53913852,1,"NIWO_023","40","40.1","1","2017",0.22035488858819,0.245648506097496,0.0256268150405958,0.0762803708203137,0.355325566604733,-0.0712296217679977,0.23221283312887,-0.151108955964446,-0.147783051244915,0.395038643851876,1.27524676173925,0.955466959625483,18.0764375925064,326.777565002441
"48",451444.152470605,4434197.53913852,1,"NIWO_023","41","41.1","1","2017",0.0939530396135524,0.174800740089267,0.0144722469412955,0.055992211215198,0.248013117350638,-0.0853065298870206,0.167584881652147,-0.160576496273279,-0.136930704116821,0.504156220704317,1.32714312523603,0.965736798942089,15.5584999918938,318.773561477661
"49",450284.305115579,4434528.99954778,1,"NIWO_013","32","32.4","4","2017",0.0677317127992865,0.13061662344262,0.0116420690173982,0.0474624563939869,0.217600495554507,-0.0736503689549863,0.128511374350637,-0.18446503020823,-0.141921811271459,0.52021006681025,1.37890541553497,0.956553339958191,13.4053125977516,222.581064809114
"50",450284.305115579,4434518.99954778,1,"NIWO_013","32","32.2","2","2017",0.101014724234119,0.157605587970465,0.0156348895980045,0.0607261850964278,0.263119450770319,-0.0799924926832318,0.158635417930782,-0.201237601228058,-0.160658209584653,0.419252207502723,1.41733338683844,0.951377905905247,9.11525005102158,262.209436357021
"51",450264.305115579,4434538.99954778,0,"NIWO_013","40","40.3","3","2017",0.0369545170033234,0.116333512589335,0.00847834214800969,0.0456864696461707,0.185559436678886,-0.0743021853268147,0.112928458023816,-0.201098950579762,-0.146295381709933,0.555527072399855,1.4300638884306,0.955929525196552,11.4048125743866,201.289127632976
"52",450264.305115579,4434518.99954778,1,"NIWO_013","31","31.1","1","2017",0.105086632655002,0.146593732293695,0.0117841001483612,0.0494761501904577,0.250804660841823,-0.0723925698548555,0.144346022512764,-0.202423205599189,-0.155453195795417,0.471973571926355,1.42868332564831,0.951362784951925,14.605250120163,7.94793750345707
"53",450274.305115579,4434528.99954778,1,"NIWO_013","41","41.1","1","2017",0.124947391450405,0.168177172541618,0.0164367832767311,0.057708450127393,0.286273750476539,-0.0780886951833963,0.170079772826284,-0.208551642484963,-0.169847690500319,0.420583913102746,1.44386937469244,0.94484569132328,10.170562505722,202.610750552267
"54",450284.305115579,4434538.99954778,0,"NIWO_013","41","41.4","4","2017",0.0595340907457285,0.132697963155806,0.0110180623887572,0.0500915311276913,0.206273277290165,-0.0718803144991398,0.128006156068295,-0.203238680958748,-0.149515590630472,0.516254561021924,1.43191453069448,0.956923171877861,7.79499995708466,244.486935317516
"55",450264.305115579,4434528.99954778,0,"NIWO_013","40","40.1","1","2017",0.0853887898701942,0.144507840741426,0.0124596677924274,0.0519366983789951,0.235005310736597,-0.0722167072817683,0.141580782830715,-0.202663751319051,-0.157314503565431,0.484957534819841,1.42987497150898,0.952594842761755,10.7806874513626,10.3907501474023
"56",450274.305115579,4434528.99954778,1,"NIWO_013","31","31.4","4","2017",0.117691214196384,0.163907611742616,0.0151939693605527,0.0551789521705359,0.274801805615425,-0.0821033143438399,0.164019595831633,-0.193945369683206,-0.159888369962573,0.456051057204604,1.40335240960121,0.952076304703951,11.2604999542236,137.109376974404
"57",453626.041511394,4432427.21391274,0,"NIWO_021","40","40.1","1","2017",0.551385700702667,0.291961598210037,0.0340145194204524,0.082675046287477,0.627181619405746,-0.0502488183556125,0.289738073013723,0.116948134033009,-0.0312959300208604,0.500247407704592,0.764998799189925,1.0403117723763,8.90981242060661,90.5615630149841
"58",452094.47279089,4434018.52563392,1,"NIWO_006","40","40.1","1","2017",0.174386981176212,0.188210970256478,0.0156348252785392,0.0712531872559339,0.310910337604582,-0.0636408927384764,0.183063049335033,-0.183565391693264,-0.157855590805411,0.408022291958332,1.36741758882999,0.954973965883255,15.9449374675751,353.94037437439
"59",452094.47279089,4434028.52563392,1,"NIWO_006","40","40.3","3","2017",0.303024286404252,0.270780394785106,0.0247100056149065,0.0863299570046365,0.425572711974382,-0.0637322994880378,0.259312629699707,-0.0883134969044477,-0.128936681197956,0.41609731502831,1.14334271848202,0.965350344777107,14.7835624814034,118.749311685562
"60",452114.47279089,4434018.52563392,1,"NIWO_006","32","32.4","4","2017",0.217504891566932,0.224651503376663,0.0199078244913835,0.0824426228646189,0.357876056805253,-0.0671934634447098,0.219112824648619,-0.141610266175121,-0.137313987128437,0.401178073137999,1.24274259060621,0.965108398348093,16.9023749828339,20.4743750095367
"61",452104.47279089,4434018.52563392,1,"NIWO_006","31","31.4","4","2017",0.149422937771305,0.165474016219378,0.0132448710210156,0.067964295623824,0.278347891755402,-0.0595230464823544,0.159892926458269,-0.207621164619923,-0.161078140605241,0.424410277977586,1.44898487627506,0.957935407757759,15.0457500815392,3.32199993729591
"62",452094.47279089,4434008.52563392,1,"NIWO_006","31","31.1","1","2017",0.0934677955701773,0.126245956402272,0.00829125265590847,0.0556865462567657,0.222712400369346,-0.061358182458207,0.122037685010582,-0.240253676660359,-0.177286131307483,0.428889218717813,1.55479051172733,0.95153846591711,16.1410623192787,5.30781254172325
"63",452114.47279089,4434008.52563392,1,"NIWO_006","32","32.2","2","2017",0.207702537067235,0.219139839522541,0.0205367935122922,0.0802526236511767,0.349670959636569,-0.0678239311091602,0.213420377112925,-0.160422585438937,-0.14652082324028,0.391705848276615,1.2918464615941,0.957223478704691,12.2659374475479,9.66281253099442
"64",452682.473842295,4432488.54235593,0,"NIWO_020","32","32.4","4","2017",0.645942805334926,0.282714817672968,0.0301856390433386,0.0782018306199461,0.697042465209961,-0.0405169566802215,0.285693575628102,0.299097083276138,0.0549519481428433,0.593366470187902,0.522685196250677,1.10317894071341,14.2590001225471,173.283437728882
"65",453646.041511394,4432417.21391274,0,"NIWO_021","32","32.2","2","2017",0.60121089220047,0.339653516188264,0.0340110921533778,0.0861421609297395,0.680163010954857,-0.0502980361925438,0.337890546768904,0.231281869579107,0.0201582891131693,0.568574631586671,0.578667039051652,1.07323442399502,10.9437501430511,102.291187286377
"66",452682.473842295,4432478.54235593,0,"NIWO_020","32","32.2","2","2017",0.613345881924033,0.244155408814549,0.0283070735167712,0.0724517796188593,0.649112768471241,-0.037746254063677,0.245555718429387,0.166440460598096,-0.0080361538566649,0.525763008743525,0.697415634989738,1.07069270312786,12.6777498722076,187.424062728882
"67",452662.473842295,4432478.54235593,0,"NIWO_020","31","31.1","1","2017",0.618207700550556,0.207065213471651,0.0271470145089552,0.0698090314399451,0.657548535615206,-0.033707569091348,0.214969855267555,0.225446057331283,0.0269300071522593,0.554527968168259,0.583024337887764,1.08764833956957,13.3209373354912,168.339126586914
"68",453322.430791602,4432467.82076321,0,"NIWO_002","40","40.3","3","2017",0.590826392173767,0.178010702133179,0.0267085351515561,0.0655448171310127,0.629062425345182,-0.0210016225173604,0.186610761098564,0.18860054545803,0.00145669997436926,0.524715095758438,0.633426425978541,1.06886997073889,19.6529376506805,99.9388742446899
"69",453332.430791602,4432457.82076321,0,"NIWO_002","41","41.1","1","2017",0.525815909728408,0.212092808447778,0.0307989695575088,0.0732066601049155,0.594480518251657,-0.0319918137683999,0.2179079153575,0.0472485583741218,-0.0643362607588642,0.460662243887782,0.94190682284534,1.0260162986815,15.6163749694824,90.1676254272461
