"LTER_site","local_site","site_ID","year","date","time","latitude","longitude","survey_no","survey_start_date","snow","surface_temp","soil_moist_vol_avg","soil_moist_vol_sd","soil_moist_vol_rg","soil_temp_avg","soil_temp_sd","soil_temp_rg"
"NWT","Saddle","I5",2017,2017-07-19,"11:49:00",40.05205963,-105.5899545,3,2017-07-18,FALSE,26.1,0.95665103,0.018941655,0.047790809,8.833333333,0.2081666,0.4
"NWT","Saddle","I6",2017,2017-07-19,"11:56:00",40.05205678,-105.58926,3,2017-07-18,FALSE,36.5,0.073097973,0.031211309,0.076916671,10.1,0.346410162,0.6
"NWT","Saddle","sn_21",2017,2017-07-19,"12:13:00",40.05155239,-105.5892905,3,2017-07-18,FALSE,21.9,0.274861236,0.050690171,0.136652072,10.7,0.519615242,0.9
"NWT","Saddle","J5",2017,2017-07-19,"12:18:00",40.05151382,-105.5899544,3,2017-07-18,FALSE,46.8,0.058972551,0.004079436,0.010740998,15.43333333,0.665832812,1.2
"NWT","Saddle","J4",2017,2017-07-19,"12:25:00",40.05154527,-105.5906619,3,2017-07-18,FALSE,25,1.138119708,0.108741089,0.291356912,9.633333333,0.152752523,0.3
"NWT","Saddle","J3",2017,2017-07-19,"12:30:00",40.05154016,-105.5913011,3,2017-07-18,FALSE,29.2,0.727542893,0.026071625,0.06885648,9.4,0.1,0.2
"NWT","Saddle","J2",2017,2017-07-19,"12:35:00",40.05149357,-105.592041,3,2017-07-18,FALSE,33.9,0.114566984,0.010434069,0.026934624,13.56666667,0.351188458,0.7
"NWT","Saddle","J1",2017,2017-07-19,"12:42:00",40.05149143,-105.5927411,3,2017-07-18,FALSE,44.4,0.071135277,0.014034805,0.033928182,15.16666667,0.493288286,0.9
"NWT","Saddle","sn_18",2017,2017-07-19,"12:49:00",40.0509869,-105.5924085,3,2017-07-18,FALSE,41.1,0.07222294,0.008447684,0.020664745,14.2,0.556776436,1.1
"NWT","Saddle","K2",2017,2017-07-19,"12:57:00",40.05098658,-105.5920743,3,2017-07-18,FALSE,43.1,0.111760729,0.025718959,0.061830387,9.333333333,0.115470054,0.2
"NWT","Saddle","K3",2017,2017-07-19,"13:04:00",40.05097514,-105.5913555,3,2017-07-18,FALSE,34.1,0.547590868,0.098875717,0.260963284,5.3,0.264575131,0.5
"NWT","Saddle","sn_19",2017,2017-07-19,"13:10:00",40.05066166,-105.5915001,3,2017-07-18,FALSE,28.8,0.37420313,0.058121463,0.133655189,10.1,0,0
"NWT","Saddle","sn_20",2017,2017-07-19,"13:16:00",40.05072003,-105.5907592,3,2017-07-18,FALSE,44.9,0.174869508,0.014225953,0.037865398,13.06666667,0.513160144,1
"NWT","Saddle","K4",2017,2017-07-19,"13:23:00",40.05097914,-105.5906758,3,2017-07-18,FALSE,35,0.077857411,0.026485468,0.060907809,10.83333333,0.513160144,1
"NWT","Saddle","K5",2017,2017-07-19,"13:29:00",40.05095954,-105.5899998,3,2017-07-18,FALSE,34.8,0.049324792,0.011732888,0.028744622,17.33333333,0.450924975,0.9
"NWT","Saddle","L4",2017,2017-07-19,"13:36:00",40.0504456,-105.5906115,3,2017-07-18,FALSE,20.9,0.388149453,0.115369436,0.294673129,12.56666667,0.611010093,1.2
"NWT","Saddle","L2",2017,2017-07-19,"13:44:00",40.05043813,-105.5920719,3,2017-07-18,FALSE,24,0.08271832,0.019883273,0.042956087,9.166666667,0.763762616,1.5
"NWT","Saddle","L1",2017,2017-07-19,"13:49:00",40.05044651,-105.5927057,3,2017-07-18,FALSE,22.8,0.162450757,0.028691565,0.067455932,10.7,0.3,0.6
"NWT","Saddle","M1",2017,2017-07-19,"13:57:00",40.04987188,-105.5928369,3,2017-07-18,FALSE,23.5,0.128232086,0.021130637,0.043055371,11.6,0.98488578,1.9
"NWT","Saddle","M2",2017,2017-07-19,"14:04:00",40.04989401,-105.5920233,3,2017-07-18,FALSE,28.8,0.132842945,0.017246569,0.042039809,9.4,0.6244998,1.2
"NWT","Saddle","M3",2017,2017-07-19,"14:14:00",40.04988164,-105.5913191,3,2017-07-18,FALSE,20.7,0.077534648,0.021708093,0.051427142,8.533333333,0.288675135,0.5
"NWT","Saddle","N1",2017,2017-07-19,"14:23:00",40.04935252,-105.5926689,3,2017-07-18,FALSE,28.4,0.075165177,0.019503753,0.045992868,15.2,0.360555128,0.7
"NWT","Saddle","O1",2017,2017-07-19,"14:29:00",40.04902315,-105.5923132,3,2017-07-18,FALSE,19.4,0.381032089,0.092131004,0.247879671,10.7,0.6244998,1.2
"NWT","Saddle","N2",2017,2017-07-19,"14:36:00",40.04933415,-105.5920584,3,2017-07-18,FALSE,18.2,0.534883834,0.07030831,0.179534409,10.5,0.2,0.4
"NWT","Saddle","sn_10",2017,2017-07-24,"8:52:00",40.05428005,-105.5881625,4,2017-07-24,FALSE,15,0.190788369,0.026506548,0.056065352,9.166666667,0.152752523,0.3
"NWT","Saddle","sn_09",2017,2017-07-24,"8:57:00",40.05451188,-105.5888025,4,2017-07-24,FALSE,22.5,0.149588567,0.049589823,0.130378437,9.366666667,0.2081666,0.4
"NWT","Saddle","D8",2017,2017-07-24,"9:02:00",40.05477337,-105.588547,4,2017-07-24,FALSE,19.2,0.177393428,0.062645516,0.152050789,9.4,0.173205081,0.3
"NWT","Saddle","D7",2017,2017-07-24,"9:08:00",40.05475633,-105.5892997,4,2017-07-24,FALSE,19.8,0.166377766,0.039470139,0.082107663,8.4,0.173205081,0.3
"NWT","Saddle","sn_08",2017,2017-07-24,"9:14:00",40.05484677,-105.5896659,4,2017-07-24,FALSE,17.6,0.202611861,0.058858886,0.140194135,8.533333333,0.057735027,0.1
"NWT","Saddle","C8",2017,2017-07-24,"9:21:00",40.05531092,-105.5892701,4,2017-07-24,FALSE,19.5,0.175969693,0.047032965,0.096897263,7.966666667,0.152752523,0.3
"NWT","Saddle","C7",2017,2017-07-24,"9:25:00",40.05529184,-105.589958,4,2017-07-24,FALSE,29.5,0.219056192,0.056204496,0.14250783,9.866666667,0.152752523,0.3
"NWT","Saddle","C6",2017,2017-07-24,"9:32:00",40.05530278,-105.5906892,4,2017-07-24,FALSE,23,0.16002211,0.040504665,0.097267914,9.1,0.1,0.2
"NWT","Saddle","C5",2017,2017-07-24,"9:36:00",40.05528265,-105.5913845,4,2017-07-24,FALSE,21.9,0.226842411,0.041785186,0.095452801,8.8,0.1,0.2
"NWT","Saddle","B6",2017,2017-07-24,"9:42:00",40.05580624,-105.5913764,4,2017-07-24,FALSE,19.1,0.183547025,0.02614922,0.06982856,10.23333333,0.057735027,0.1
"NWT","Saddle","B5",2017,2017-07-24,"9:50:00",40.0558249,-105.5920713,4,2017-07-24,FALSE,25.3,0.24375072,0.033153274,0.085308385,9.133333333,0.115470054,0.2
"NWT","Saddle","B4",2017,2017-07-24,"9:55:00",40.05582609,-105.592797,4,2017-07-24,FALSE,27,0.265585077,0.041278774,0.101791722,11.56666667,0.305505046,0.6
"NWT","Saddle","B3",2017,2017-07-24,"10:01:00",40.0557891,-105.5934707,4,2017-07-24,FALSE,26.6,0.37396379,0.049197987,0.120890585,5.5,0.435889894,0.8
"NWT","Saddle","A3",2017,2017-07-24,"10:08:00",40.0563715,-105.5935083,4,2017-07-24,FALSE,34.1,0.377245307,0.031903496,0.081221061,6.233333333,0.152752523,0.3
"NWT","Saddle","A2",2017,2017-07-24,"10:16:00",40.05635168,-105.5942169,4,2017-07-24,FALSE,33.1,0.221942173,0.010981534,0.024374505,9.566666667,0.2081666,0.4
"NWT","Saddle","C1",2017,2017-07-24,"10:33:00",40.05527279,-105.5941995,4,2017-07-24,FALSE,24.5,0.140814362,0.028413183,0.073438914,9,0.264575131,0.5
"NWT","Saddle","C2",2017,2017-07-24,"10:42:00",40.0552713,-105.5934853,4,2017-07-24,FALSE,27.4,0.248707302,0.043854607,0.115223838,7.2,0.346410162,0.6
"NWT","Saddle","C3",2017,2017-07-24,"10:47:00",40.05525654,-105.5928226,4,2017-07-24,FALSE,25.9,0.193987248,0.019662423,0.050262571,10.66666667,0.56862407,1.1
"NWT","Saddle","C4",2017,2017-07-24,"10:53:00",40.05528028,-105.5921034,4,2017-07-24,FALSE,38.9,0.231677571,0.027972302,0.075977966,10.23333333,0.37859389,0.7
"NWT","Saddle","D3",2017,2017-07-24,"10:59:00",40.05475557,-105.5920666,4,2017-07-24,FALSE,36.5,0.104557812,0.026119309,0.05608779,11.96666667,0.4163332,0.8
"NWT","Saddle","D2",2017,2017-07-24,"11:05:00",40.05473855,-105.5927751,4,2017-07-24,FALSE,28.4,0.113325295,0.025051177,0.061593765,10.96666667,0.152752523,0.3
"NWT","Saddle","D1",2017,2017-07-24,"11:09:00",40.05474931,-105.5934924,4,2017-07-24,FALSE,31.2,0.209769954,0.02968021,0.073979335,11,0.264575131,0.5
"NWT","Saddle","E1",2017,2017-07-24,"11:18:00",40.05419345,-105.5934868,4,2017-07-24,FALSE,30.3,0.114668897,0.030099218,0.079546358,12.56666667,0.305505046,0.6
"NWT","Saddle","E2",2017,2017-07-24,"11:24:00",40.0542132,-105.5927618,4,2017-07-24,FALSE,34.7,0.171638294,0.040067345,0.100599812,12.4,0.435889894,0.8
"NWT","Saddle","E3",2017,2017-07-24,"11:33:00",40.05419677,-105.5920523,4,2017-07-24,FALSE,30.1,0.1336093,0.007393626,0.020011106,12.86666667,1.078579312,2
"NWT","Saddle","E4",2017,2017-07-24,"11:41:00",40.05420748,-105.5913913,4,2017-07-24,FALSE,47.5,0.118096694,0.043772171,0.101104338,12.66666667,0.611010093,1.2
"NWT","Saddle","D4",2017,2017-07-24,"11:47:00",40.05474881,-105.5913547,4,2017-07-24,FALSE,28.1,0.256358707,0.072032727,0.164425106,9.4,0.173205081,0.3
"NWT","Saddle","D5",2017,2017-07-24,"11:52:00",40.05474871,-105.5906769,4,2017-07-24,FALSE,27.8,0.687710795,0.09991989,0.207399051,8.766666667,0.37859389,0.7
"NWT","Saddle","sn_06",2017,2017-07-24,"11:56:00",40.0550092,-105.5906277,4,2017-07-24,FALSE,32.2,0.244013576,0.020153004,0.052563341,9.7,0.6244998,1.2
"NWT","Saddle","sn_07",2017,2017-07-24,"12:02:00",40.05488301,-105.5900327,4,2017-07-24,FALSE,30.1,0.200610385,0.043026131,0.098255842,10.83333333,1.800925688,3.3
"NWT","Saddle","E5",2017,2017-07-24,"12:12:00",40.0542051,-105.5906687,4,2017-07-24,FALSE,24,0.141500317,0.038088436,0.099031906,10.26666667,0.115470054,0.2
"NWT","Saddle","E6",2017,2017-07-24,"12:16:00",40.05421679,-105.5899755,4,2017-07-24,FALSE,48.8,0.221194536,0.02588919,0.06828095,10.73333333,0.351188458,0.7
"NWT","Saddle","E7",2017,2017-07-24,"12:20:00",40.05424577,-105.5892853,4,2017-07-24,FALSE,41.7,0.137952985,0.018943789,0.048807117,12.03333333,0.305505046,0.6
"NWT","Saddle","F6",2017,2017-07-24,"12:30:00",40.05368707,-105.5892693,4,2017-07-24,FALSE,31,0.489033105,0.067465524,0.16616918,10.06666667,0.450924975,0.9
"NWT","Saddle","F5",2017,2017-07-24,"12:35:00",40.0536651,-105.5899364,4,2017-07-24,FALSE,35.3,0.207063201,0.026430942,0.059270019,10.53333333,0.152752523,0.3
"NWT","Saddle","F4",2017,2017-07-24,"12:41:00",40.05368056,-105.5906731,4,2017-07-24,FALSE,21.4,0.918624491,0.050607514,0.137586704,10.76666667,0.838649708,1.5
"NWT","Saddle","F3",2017,2017-07-24,"12:48:00",40.05365406,-105.5913823,4,2017-07-24,FALSE,26.6,0.527362769,0.073256225,0.177805414,9.033333333,0.472581563,0.9
"NWT","Saddle","F2",2017,2017-07-24,"12:55:00",40.05365185,-105.5921137,4,2017-07-24,FALSE,28,0.130785075,0.021799281,0.058263643,11.86666667,0.251661148,0.5
"NWT","Saddle","F1",2017,2017-07-24,"13:00:00",40.05363289,-105.5927747,4,2017-07-24,FALSE,48.8,0.11135095,0.012619712,0.033091689,16.4,1.212435565,2.1
"NWT","Saddle","G1",2017,2017-07-24,"13:16:00",40.05312671,-105.5927724,4,2017-07-24,FALSE,37.7,0.151039264,0.008063582,0.017761263,14.56666667,0.945163125,1.8
"NWT","Saddle","G2",2017,2017-07-24,"13:22:00",40.05312688,-105.5920359,4,2017-07-24,FALSE,20.3,0.133417438,0.007816301,0.019866101,14.03333333,0.493288286,0.9
"NWT","Saddle","G3",2017,2017-07-24,"13:30:00",40.05312199,-105.5913906,4,2017-07-24,FALSE,39.7,0.160834437,0.018271336,0.037984116,14.13333333,0.351188458,0.7
"NWT","Saddle","G4",2017,2017-07-24,"13:38:00",40.05315125,-105.5906595,4,2017-07-24,FALSE,27.4,0.117804911,0.02783668,0.067769065,15.26666667,1.379613472,2.6
"NWT","Saddle","sn_14",2017,2017-07-24,"13:43:00",40.05304214,-105.5901738,4,2017-07-24,FALSE,31.3,0.148858376,0.035147824,0.080355778,14.9,1.4,2.6
"NWT","Saddle","G5",2017,2017-07-24,"13:54:00",40.05316285,-105.5899398,4,2017-07-24,FALSE,23.7,0.112016947,0.010697086,0.027767878,16.56666667,0.503322296,1
"NWT","Saddle","G6",2017,2017-07-24,"14:06:00",40.05313622,-105.5892476,4,2017-07-24,FALSE,21.3,0.098261391,0.035912605,0.093702438,16.03333333,0.503322296,1
"NWT","Saddle","H6",2017,2017-07-24,"14:13:00",40.0526006,-105.5892416,4,2017-07-24,FALSE,25.2,0.128154116,0.02703245,0.068673661,15.06666667,2.122105872,4.1
"NWT","Saddle","H5",2017,2017-07-24,"14:21:00",40.05260643,-105.5899521,4,2017-07-24,FALSE,25.5,0.144122133,0.033287525,0.086723982,16.33333333,2.657693235,5.3
"NWT","Saddle","sn_13",2017,2017-07-24,"14:29:00",40.05267855,-105.5904478,4,2017-07-24,FALSE,16.3,0.641283303,0.090270473,0.233730548,9.033333333,0.057735027,0.1
"NWT","Saddle","sn_12",2017,2017-07-24,"14:36:00",40.05257674,-105.5910776,4,2017-07-24,FALSE,13.9,0.34485323,0.038452578,0.095131504,11.8,0.721110255,1.4
"NWT","Saddle","O1",2017,2017-07-25,"9:22:00",40.04902315,-105.5923132,4,2017-07-24,FALSE,15.9,0.309300237,0.064985951,0.165285867,9.8,0,0
"NWT","Saddle","N2",2017,2017-07-25,"9:34:00",40.04933415,-105.5920584,4,2017-07-24,FALSE,11.9,0.576124384,0.052709371,0.130942342,9.433333333,0.152752523,0.3
"NWT","Saddle","N1",2017,2017-07-25,"9:41:00",40.04935252,-105.5926689,4,2017-07-24,FALSE,17,0.096800969,0.026522099,0.064513898,10.23333333,0.152752523,0.3
"NWT","Saddle","M1",2017,2017-07-25,"9:54:00",40.04987188,-105.5928369,4,2017-07-24,FALSE,20.3,0.157315449,0.01726767,0.043696626,9.766666667,0.2081666,0.4
"NWT","Saddle","M2",2017,2017-07-25,"10:01:00",40.04989401,-105.5920233,4,2017-07-24,FALSE,15.8,0.141654362,0.055164255,0.12345922,8.1,0.1,0.2
"NWT","Saddle","M3",2017,2017-07-25,"10:21:00",40.04988164,-105.5913191,4,2017-07-24,FALSE,22.2,0.041723082,0.019880554,0.041609765,8.333333333,0.305505046,0.6
"NWT","Saddle","L4",2017,2017-07-25,"10:32:00",40.0504456,-105.5906115,4,2017-07-24,FALSE,16.6,0.35043732,0.066429656,0.182720844,10.96666667,0.152752523,0.3
"NWT","Saddle","sn_20",2017,2017-07-25,"10:39:00",40.05072003,-105.5907592,4,2017-07-24,FALSE,21.1,0.158455446,0.048730172,0.106781711,11.56666667,0.115470054,0.2
"NWT","Saddle","sn_19",2017,2017-07-25,"10:45:00",40.05066166,-105.5915001,4,2017-07-24,FALSE,17.3,0.326666251,0.028530181,0.067607764,9.766666667,0.2081666,0.4
"NWT","Saddle","L2",2017,2017-07-25,"10:53:00",40.05043813,-105.5920719,4,2017-07-24,FALSE,19.7,0.094217471,0.026433273,0.065293806,8.733333333,0.2081666,0.4
"NWT","Saddle","L1",2017,2017-07-25,"11:00:00",40.05044651,-105.5927057,4,2017-07-24,FALSE,17.2,0.181709638,0.031798758,0.082205616,9.5,0,0
"NWT","Saddle","sn_18",2017,2017-07-25,"11:11:00",40.0509869,-105.5924085,4,2017-07-24,FALSE,18.7,0.134093019,0.017763823,0.045071955,12.7,0.458257569,0.9
"NWT","Saddle","K2",2017,2017-07-25,"11:20:00",40.05098658,-105.5920743,4,2017-07-24,FALSE,16.6,0.10270501,0.044555294,0.104142179,8.933333333,0.152752523,0.3
"NWT","Saddle","K3",2017,2017-07-25,"11:28:00",40.05097514,-105.5913555,4,2017-07-24,FALSE,15.3,0.485762821,0.095533812,0.211575498,9.733333333,0.115470054,0.2
"NWT","Saddle","K4",2017,2017-07-25,"11:33:00",40.05097914,-105.5906758,4,2017-07-24,FALSE,16.8,0.119143045,0.016493781,0.034910062,10.23333333,0.251661148,0.5
"NWT","Saddle","K5",2017,2017-07-25,"11:40:00",40.05095954,-105.5899998,4,2017-07-24,FALSE,19.9,0.057246709,0.014896793,0.038144229,14.3,0.608276253,1.1
"NWT","Saddle","sn_21",2017,2017-07-25,"11:47:00",40.05155239,-105.5892905,4,2017-07-24,FALSE,14.8,0.296036714,0.037085049,0.092059324,11.06666667,0.321455025,0.6
"NWT","Saddle","J5",2017,2017-07-25,"12:05:00",40.05151382,-105.5899544,4,2017-07-24,FALSE,22.6,0.093500274,0.023056936,0.061635576,14.06666667,0.450924975,0.9
"NWT","Saddle","J4",2017,2017-07-25,"12:15:00",40.05154527,-105.5906619,4,2017-07-24,FALSE,15.3,1.118485962,0.042229372,0.104797645,10.16666667,0.057735027,0.1
"NWT","Saddle","sn_17",2017,2017-07-25,"12:24:00",40.0516789,-105.5908743,4,2017-07-24,FALSE,16.2,0.769326263,0.050530743,0.125336278,10.13333333,0.2081666,0.4
"NWT","Saddle","J3",2017,2017-07-25,"12:31:00",40.05154016,-105.5913011,4,2017-07-24,FALSE,17.9,0.748801504,0.060609189,0.153739569,10.06666667,0.115470054,0.2
"NWT","Saddle","sn_16",2017,2017-07-25,"12:39:00",40.05179303,-105.5915631,4,2017-07-24,FALSE,18.1,0.123140864,0.004552427,0.009434517,9.2,0.2,0.4
"NWT","Saddle","J2",2017,2017-07-25,"12:47:00",40.05149357,-105.592041,4,2017-07-24,FALSE,19.6,0.142583442,0.014725311,0.034345042,13.4,0,0
"NWT","Saddle","J1",2017,2017-07-25,"12:52:00",40.05149143,-105.5927411,4,2017-07-24,FALSE,23.5,0.100056895,0.021296963,0.056887092,13.86666667,0.404145188,0.8
"NWT","Saddle","I1",2017,2017-07-25,"13:00:00",40.05204881,-105.5927558,4,2017-07-24,FALSE,24.4,0.106004088,0.028376644,0.062862995,13.33333333,0.152752523,0.3
"NWT","Saddle","H1",2017,2017-07-25,"13:07:00",40.05257942,-105.592765,4,2017-07-24,FALSE,21.9,0.07470264,0.009262657,0.020331006,14.6,0.3,0.6
"NWT","Saddle","sn_11",2017,2017-07-25,"13:12:00",40.05259659,-105.5922562,4,2017-07-24,FALSE,16.5,0.080580676,0.029959978,0.075412671,13.13333333,0.351188458,0.7
"NWT","Saddle","sn_15",2017,2017-07-25,"13:19:00",40.05195455,-105.5922685,4,2017-07-24,FALSE,17,0.149850812,0.024436506,0.057474381,10.76666667,0.351188458,0.7
"NWT","Saddle","I3",2017,2017-07-25,"13:24:00",40.0520303,-105.5913181,4,2017-07-24,FALSE,11,0.983009887,0.091909784,0.238687082,3.833333333,0.057735027,0.1
"NWT","Saddle","H3",2017,2017-07-25,"13:31:00",40.05257822,-105.5913486,4,2017-07-24,FALSE,17.9,0.617852897,0.056943711,0.129786532,7.2,0.4,0.8
"NWT","Saddle","I5",2017,2017-07-25,"13:56:00",40.05205963,-105.5899545,4,2017-07-24,FALSE,21.3,0.8934193,0.035108024,0.096119482,10.1,0.1,0.2
"NWT","Saddle","I4",2017,2017-07-25,"14:00:00",40.05205341,-105.5906408,4,2017-07-24,FALSE,17.5,0.553759487,0.053691429,0.13640413,10.13333333,0.152752523,0.3
"NWT","Saddle","I6",2017,2017-07-25,"14:13:00",40.05205678,-105.58926,4,2017-07-24,FALSE,37.9,0.127746754,0.036414269,0.091437809,11.2,1.053565375,2.1
"NWT","Saddle","F6",2017,2017-08-01,"8:41:00",40.05368707,-105.5892693,5,2017-08-01,FALSE,13.8,0.503622671,0.061698161,0.156585131,8.9,0.3,0.6
"NWT","Saddle","F5",2017,2017-08-01,"8:46:00",40.0536651,-105.5899364,5,2017-08-01,FALSE,15.6,0.328397148,0.021879251,0.053477618,9.166666667,0.611010093,1.2
"NWT","Saddle","F4",2017,2017-08-01,"8:56:00",40.05368056,-105.5906731,5,2017-08-01,FALSE,14.6,0.98128269,0.060224693,0.147652362,8.8,1.153256259,2.3
"NWT","Saddle","F3",2017,2017-08-01,"9:03:00",40.05365406,-105.5913823,5,2017-08-01,FALSE,13,0.365686865,0.060361093,0.131812281,8.633333333,0.057735027,0.1
"NWT","Saddle","F2",2017,2017-08-01,"9:07:00",40.05365185,-105.5921137,5,2017-08-01,FALSE,15.7,0.224413493,0.029270204,0.069954123,8.5,0.173205081,0.3
"NWT","Saddle","F1",2017,2017-08-01,"9:13:00",40.05363289,-105.5927747,5,2017-08-01,FALSE,23.2,0.14315726,0.019628714,0.051928863,9.266666667,0.115470054,0.2
"NWT","Saddle","G1",2017,2017-08-01,"9:20:00",40.05312671,-105.5927724,5,2017-08-01,FALSE,19.2,0.206717736,0.014070475,0.030927908,9.8,0.173205081,0.3
"NWT","Saddle","G2",2017,2017-08-01,"9:26:00",40.05312688,-105.5920359,5,2017-08-01,FALSE,14,0.202648721,0.016772893,0.046160755,10.16666667,0.321455025,0.6
"NWT","Saddle","G3",2017,2017-08-01,"9:31:00",40.05312199,-105.5913906,5,2017-08-01,FALSE,14.9,0.179875041,0.016840508,0.044701022,7.733333333,0.513160144,1
"NWT","Saddle","G4",2017,2017-08-01,"9:39:00",40.05315125,-105.5906595,5,2017-08-01,FALSE,15.7,0.137854826,0.020527206,0.045565092,7.7,0.435889894,0.8
"NWT","Saddle","sn_14",2017,2017-08-01,"9:48:00",40.05304214,-105.5901738,5,2017-08-01,FALSE,20.3,0.21689148,0.048168144,0.118015244,10,0.1,0.2
"NWT","Saddle","G5",2017,2017-08-01,"9:53:00",40.05316285,-105.5899398,5,2017-08-01,FALSE,22.3,0.193503927,0.029765383,0.07238131,9.333333333,0.230940108,0.4
"NWT","Saddle","G6",2017,2017-08-01,"9:57:00",40.05313622,-105.5892476,5,2017-08-01,FALSE,20.6,0.178842965,0.055898994,0.144197031,9.6,0.1,0.2
"NWT","Saddle","H6",2017,2017-08-01,"10:02:00",40.0526006,-105.5892416,5,2017-08-01,FALSE,25.3,0.218676692,0.028395169,0.072660644,9.3,0.1,0.2
"NWT","Saddle","H5",2017,2017-08-01,"12:21:00",40.05260643,-105.5899521,5,2017-08-01,FALSE,19.7,0.20156224,0.013430268,0.031238494,11.8,0.781024968,1.4
"NWT","Saddle","sn_13",2017,2017-08-01,"12:26:00",40.05267855,-105.5904478,5,2017-08-01,FALSE,15.6,0.513461698,0.05381486,0.139982445,8.6,0.1,0.2
"NWT","Saddle","sn_12",2017,2017-08-01,"12:35:00",40.05257674,-105.5910776,5,2017-08-01,FALSE,22.8,0.368164799,0.057159046,0.122121029,10.5,0.1,0.2
"NWT","Saddle","H3",2017,2017-08-01,"12:47:00",40.05257822,-105.5913486,5,2017-08-01,FALSE,37.9,0.39406843,0.031596494,0.079156354,10.73333333,0.550757055,1
"NWT","Saddle","sn_11",2017,2017-08-01,"12:53:00",40.05259659,-105.5922562,5,2017-08-01,FALSE,16.8,0.128710191,0.012297999,0.031402592,13.36666667,0.152752523,0.3
"NWT","Saddle","H1",2017,2017-08-01,"12:58:00",40.05257942,-105.592765,5,2017-08-01,FALSE,19.1,0.1200697,0.022755339,0.057833123,14.4,0.360555128,0.7
"NWT","Saddle","I1",2017,2017-08-01,"13:02:00",40.05204881,-105.5927558,5,2017-08-01,FALSE,23,0.199360507,0.016285708,0.041559032,13.46666667,0.808290377,1.4
"NWT","Saddle","sn_15",2017,2017-08-01,"13:10:00",40.05195455,-105.5922685,5,2017-08-01,FALSE,9.3,0.222006334,0.032411673,0.089179995,10.63333333,0.404145188,0.7
"NWT","Saddle","sn_16",2017,2017-08-01,"13:15:00",40.05179303,-105.5915631,5,2017-08-01,FALSE,15,0.174776247,0.019049773,0.04477896,11.1,0.529150262,1
"NWT","Saddle","I3",2017,2017-08-01,"13:25:00",40.0520303,-105.5913181,5,2017-08-01,FALSE,9.8,1.003146046,0.165357171,0.437155192,5.366666667,0.152752523,0.3
"NWT","Saddle","sn_17",2017,2017-08-01,"13:30:00",40.0516789,-105.5908743,5,2017-08-01,FALSE,12.9,0.540061419,0.106127608,0.230685561,9.366666667,0.2081666,0.4
"NWT","Saddle","I4",2017,2017-08-01,"13:36:00",40.05205341,-105.5906408,5,2017-08-01,FALSE,12.9,0.512506148,0.073969283,0.177944646,10.1,0.264575131,0.5
"NWT","Saddle","I5",2017,2017-08-01,"13:41:00",40.05205963,-105.5899545,5,2017-08-01,FALSE,13,0.858186289,0.051967507,0.122785211,10.5,0.173205081,0.3
"NWT","Saddle","I6",2017,2017-08-01,"13:48:00",40.05205678,-105.58926,5,2017-08-01,FALSE,9,0.181926392,0.045902856,0.09959037,11.66666667,1.594783162,2.9
"NWT","Saddle","sn_21",2017,2017-08-01,"13:57:00",40.05155239,-105.5892905,5,2017-08-01,FALSE,11.6,0.34098295,0.0995643,0.264596109,12.2,0.781024968,1.4
"NWT","Saddle","J5",2017,2017-08-01,"14:02:00",40.05151382,-105.5899544,5,2017-08-01,FALSE,13.9,0.185896323,0.014856039,0.04048891,15.26666667,0.152752523,0.3
"NWT","Saddle","J4",2017,2017-08-01,"14:08:00",40.05154527,-105.5906619,5,2017-08-01,FALSE,15.6,1.004624447,0.084784073,0.198811986,9.866666667,0.152752523,0.3
"NWT","Saddle","J3",2017,2017-08-01,"14:13:00",40.05154016,-105.5913011,5,2017-08-01,FALSE,17.8,0.704771138,0.071382877,0.159181554,10.8,0.346410162,0.6
"NWT","Saddle","J2",2017,2017-08-01,"14:21:00",40.05149357,-105.592041,5,2017-08-01,FALSE,20.6,0.275272412,0.013428989,0.032338703,14.73333333,0.2081666,0.4
"NWT","Saddle","J1",2017,2017-08-01,"14:27:00",40.05149143,-105.5927411,5,2017-08-01,FALSE,26,0.209932985,0.010543295,0.026240716,14.96666667,0.665832812,1.3
"NWT","Saddle","sn_18",2017,2017-08-01,"14:34:00",40.0509869,-105.5924085,5,2017-08-01,FALSE,27.6,0.256179452,0.01657228,0.041435539,14.1,1.153256259,2.3
"NWT","Saddle","K2",2017,2017-08-01,"14:39:00",40.05098658,-105.5920743,5,2017-08-01,FALSE,15.7,0.152822953,0.044444908,0.117388713,10,0.1,0.2
"NWT","Saddle","K3",2017,2017-08-01,"14:44:00",40.05097514,-105.5913555,5,2017-08-01,FALSE,19.6,0.390556663,0.053170236,0.142062784,10.63333333,0.321455025,0.6
"NWT","Saddle","K4",2017,2017-08-01,"14:47:00",40.05097914,-105.5906758,5,2017-08-01,FALSE,18.4,0.177080171,0.02306013,0.047750458,11.46666667,0.152752523,0.3
"NWT","Saddle","K5",2017,2017-08-01,"14:51:00",40.05095954,-105.5899998,5,2017-08-01,FALSE,18.4,0.121182043,0.013492665,0.035896346,16,0.519615242,0.9
"NWT","Saddle","B6",2017,2017-08-02,"10:05:00",40.05580624,-105.5913764,5,2017-08-01,FALSE,14.2,0.201557746,0.023455005,0.054604377,10,0.173205081,0.3
"NWT","Saddle","B5",2017,2017-08-02,"10:18:00",40.0558249,-105.5920713,5,2017-08-01,FALSE,20.5,0.25554319,0.028597334,0.066660297,9.3,0.435889894,0.8
